epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,243.629,3.18565,4.98999,3.46604,0.48275,0.01064,0.01225,0.00472,3.01952,4.47902,3.47426,4.24235e-05,4.24235e-05,4.24235e-05
132,245.647,3.10648,5.06185,3.49634,0.00774,0.07504,0.01635,0.00602,3.02098,4.47155,3.4701,4.18344e-05,4.18344e-05,4.18344e-05
133,247.732,3.17123,4.96905,3.50529,0.00735,0.08034,0.01667,0.00612,3.02789,4.47391,3.46434,4.12454e-05,4.12454e-05,4.12454e-05
134,249.806,3.16415,4.95989,3.47745,0.00671,0.07713,0.01544,0.00533,3.03426,4.48093,3.45923,4.06563e-05,4.06563e-05,4.06563e-05
135,251.895,3.16039,5.00366,3.51163,0.00668,0.0788,0.01245,0.00394,3.03275,4.48523,3.46201,4.00673e-05,4.00673e-05,4.00673e-05
136,253.772,3.06281,4.98004,3.46796,0.47815,0.00878,0.01048,0.00393,3.03064,4.48379,3.46101,3.94783e-05,3.94783e-05,3.94783e-05
137,255.652,3.15135,5.03432,3.499,0.45549,0.00934,0.0114,0.00407,3.03428,4.48408,3.4617,3.88892e-05,3.88892e-05,3.88892e-05
138,257.481,3.1297,4.95006,3.50592,0.01632,0.07827,0.02228,0.00586,3.03631,4.47437,3.46057,3.83001e-05,3.83001e-05,3.83001e-05
139,259.459,3.05722,4.95867,3.50183,0.01708,0.08178,0.02387,0.00621,3.03634,4.46643,3.45877,3.77111e-05,3.77111e-05,3.77111e-05
140,261.394,3.09361,5.04447,3.51243,0.29067,0.02911,0.02294,0.00645,3.02922,4.46305,3.45565,3.71221e-05,3.71221e-05,3.71221e-05
141,263.271,3.10315,5.00366,3.4859,0.46793,0.01435,0.02329,0.00685,3.02162,4.46276,3.45514,3.6533e-05,3.6533e-05,3.6533e-05
142,265.114,3.15433,4.98889,3.48489,0.45928,0.01541,0.02188,0.00659,3.01495,4.4631,3.45571,3.5944e-05,3.5944e-05,3.5944e-05
143,267.043,3.15946,4.96629,3.48955,0.45727,0.01616,0.02292,0.00664,3.01378,4.46042,3.45382,3.53549e-05,3.53549e-05,3.53549e-05
144,268.891,3.09716,4.88051,3.44488,0.45461,0.01943,0.02329,0.00673,3.01104,4.45416,3.45582,3.47659e-05,3.47659e-05,3.47659e-05
145,270.938,3.1444,4.97687,3.46275,0.01604,0.07927,0.02258,0.00599,3.01309,4.44676,3.45535,3.41768e-05,3.41768e-05,3.41768e-05
146,272.774,3.11043,4.98509,3.48186,0.44668,0.02214,0.02119,0.00578,3.01009,4.43786,3.44849,3.35878e-05,3.35878e-05,3.35878e-05
